,word,count
1734,contagion,3
1735,prerogative,3
1736,pervasive,3
1737,paragraph,3
1738,loss,3
1739,fashion,3
1740,rrp,3
1741,nowadays,3
1742,micro-foundation,3
1743,fortune,3
1744,constitutionalism,3
1745,merge,3
1746,foreign,3
1747,charge,3
1748,fund,3
1749,leaderless,3
1750,historical,3
1751,attachment,3
1752,dataset,3
1753,nominally,3
1754,edge,3
1755,lie,3
1756,track,3
1757,dissatisfaction,3
1758,exploit,3
1759,rhetorical,3
1760,invest,3
1761,reconcile,3
1762,orthodoxy,3
1763,case-study,3
1764,partly,3
1765,mixed,3
1766,further,3
1767,resemblance,3
1768,taxonomy,3
1769,outsider-led,3
1770,intra-party,3
1771,currency,3
1772,apparent,3
1773,peripheral,3
1774,reception,3
1775,adherence,3
1776,effectively,3
1777,alternatively,3
1778,nascent,3
1779,coefﬁcient,3
1780,ﬁnde,3
1781,thinness,3
1782,remember,3
1783,legitimise,3
1784,testiﬁes,3
1785,continuity,3
1786,elevation,3
1787,conﬁrm,3
1788,press,3
1789,distinguishe,3
1790,capability,3
1791,weaken,3
1792,positioning,3
1793,centrality,3
1794,diverse,3
1795,antagonistic,3
1796,loading,3
1797,primarily,3
1798,external,3
1799,indicative,3
1800,hardly,3
1801,illegitimate,3
1802,satisfy,3
1803,pool,3
1804,perfect,3
1805,summarize,3
1806,satisﬁed,3
1807,equivalence,3
1808,sever,3
1809,demos,3
1810,conflation,3
1811,equivalent,3
1812,free,3
1813,ghost,3
1814,affair,3
1815,background,3
1816,dangerous,3
1817,messianic,3
1818,dualism,3
1819,race,3
1820,privilege,3
1821,specie,3
1822,entry,3
1823,romanian,3
1824,pre-modern,3
1825,ago,3
1826,slogan,3
1827,reserve,3
1828,vis-,3
1829,day,3
1830,indonesian,3
1831,identifiably,3
1832,multilevel,3
1833,belong,3
1834,nationwide,3
1835,location,3
1836,dialectic,3
1837,nineteenth-century,3
1838,conspiracy,3
1839,partially,3
1840,secondarily,3
1841,sphere,3
1842,difﬁcult,3
1843,visible,3
1844,anti-populism,3
1845,depth,3
1846,strain,3
1847,non-establishment,3
1848,intertwine,3
1849,exploitation,3
1850,formulation,3
1851,require,3
1852,intertwining,3
1853,skilled,3
1854,post-peasant,3
1855,carnival,3
1856,carnivalesque,3
1857,dichotomous,3
1858,corrective,3
1859,home,3
1860,discredit,3
1861,somebody,3
1862,making,3
1863,rights-based,3
1864,statesman,3
1865,intersection,3
1866,connote,3
1867,interwar,3
1868,vaccine,3
1869,left-populist,3
1870,error,3
1871,wall,3
1872,citizen-technocrat,3
1873,title,3
1874,interest-led,3
1875,communicator,2
1876,gatekeeper,2
1877,contextualization,2
1878,viewpoint,2
1879,argumentation,2
1880,conceivable,2
1881,soil,2
1882,famously,2
1883,mandate,2
1884,majoritarianism,2
1885,concur,2
1886,uncertainty,2
1887,branch,2
1888,severely,2
1889,peculiarity,2
1890,three-dimensional,2
1891,disparity,2
1892,row,2
1893,respective,2
1894,irrelevant,2
1895,disappear,2
1896,bolster,2
1897,romance,2
1898,characterisation,2
1899,scepticism,2
1900,protection,2
1901,theoretical,2
1902,self-placement,2
1903,anticipate,2
1904,propel,2
1905,investigation,2
1906,email,2
1907,migrant,2
1908,scapegoat,2
1909,encompass,2
1910,independently,2
1911,well-known,2
1912,vis-à-vi,2
1913,illustrative,2
1914,labor-based,2
1915,foreigner,2
1916,realization,2
1917,heterogeneity,2
1918,handmaiden,2
1919,grant,2
1920,unfortunately,2
1921,entangle,2
1922,distinguished,2
1923,party-democratic,2
1924,akin,2
1925,marker,2
1926,membership,2
1927,responsible,2
1928,personalist,2
1929,incorporation,2
1930,loyalty,2
1931,correspondingly,2
1932,discipline,2
1933,legality,2
1934,hard,2
1935,gesture,2
1936,entire,2
1937,reelection,2
1938,previously,2
1939,cite,2
1940,tolerance,2
1941,strident,2
1942,seed,2
1943,spur,2
1944,initiate,2
1945,hedge,2
1946,camp,2
1947,refine,2
1948,anticorruption,2
1949,anticorruption-oriented,2
1950,victor,2
1951,storm,2
1952,full-fledged,2
1953,lesson,2
1954,expand,2
1955,undertake,2
1956,cement,2
1957,poll,2
1958,triumph,2
1959,blueprint,2
1960,bombastic,2
1961,undo,2
1962,demarcation,2
1963,oust,2
1964,assault,2
1965,pitfall,2
1966,disagreement,2
1967,eventually,2
1968,solidify,2
1969,combat,2
1970,unseat,2
1971,spell,2
1972,contender,2
1973,left-right,2
1974,decry,2
1975,immediately,2
1976,castigate,2
1977,weakness,2
1978,eye,2
1979,alive,2
1980,neatly,2
1981,defang,2
1982,utterance,2
1983,likewise,2
1984,volume,2
1985,surprise,2
1986,emulate,2
1987,proclaim,2
1988,imperialism,2
1989,obviously,2
1990,series,2
1991,short-lived,2
1992,controller,2
1993,mythical,2
1994,tailor,2
1995,anywhere,2
1996,outfit,2
1997,unlikely,2
1998,virtually,2
1999,equal,2
2000,attributable,2
2001,conjecture,2
2002,wording,2
2003,conditional,2
2004,devoted,2
2005,explosion,2
2006,nation-state,2
2007,realise,2
2008,prevail,2
2009,heighten,2
2010,hostile,2
2011,drift,2
2012,apparatus,2
2013,mass-based,2
2014,bourgeoisie,2
2015,mere,2
2016,condemn,2
2017,interplay,2
2018,mismanagement,2
2019,leftism,2
2020,neo-nationalism,2
2021,capitalize,2
2022,contact,2
2023,harness,2
2024,scheeper,2
2025,precede,2
2026,supervisor,2
2027,landscape,2
2028,fatigue,2
2029,performativity,2
2030,emotional,2
2031,reproduce,2
2032,by-product,2
2033,reputation,2
2034,amid,2
2035,whilst,2
2036,conceal,2
2037,compose,2
2038,adjust,2
2039,reinvigoration,2
2040,frequently,2
2041,deeply,2
2042,currently,2
2043,consolidated,2
2044,marginal,2
2045,chance,2
2046,dramatic,2
2047,bent,2
2048,weighted,2
2049,iberian,2
2050,sympathise,2
2051,persona,2
2052,organisation,2
2053,monopoly,2
2054,nucleus,2
2055,privileged,2
2056,favourable,2
2057,decide,2
2058,unashamedly,2
2059,plus,2
2060,newcomer,2
2061,alpha,2
2062,respectful,2
2063,uncivil,2
2064,substantial,2
2065,warn,2
2066,organized,2
2067,invent,2
2068,reservoir,2
2069,sound,2
2070,beneﬁte,2
2071,autocracy,2
2072,cluster,2
2073,school,2
2074,roundtable,2
2075,continue,2
2076,realize,2
2077,vulnerability,2
2078,beneﬁts,2
2079,windfall,2
2080,death,2
2081,numerous,2
2082,machination,2
2083,revenue,2
2084,fate,2
2085,encounter,2
2086,record,2
2087,headstrong,2
2088,abhor,2
2089,billionaire,2
2090,impose,2
2091,bout,2
2092,plebiscitary,2
2093,top-down,2
2094,aspiration,2
2095,trading,2
2096,ethnoregionalist,2
2097,ever-present,2
2098,politics,2
2099,sentence,2
2100,incentivise,2
2101,stability,2
2102,siren,2
2103,burgeon,2
2104,fully,2
2105,advent,2
2106,fuzzy,2
2107,archetypical,2
2108,congruent,2
2109,involvement,2
2110,comparatively,2
2111,right-wing-oriented,2
2112,southern,2
2113,flag,2
2114,maker,2
2115,prize,2
2116,overtone,2
2117,tedious,2
2118,unaccountable,2
2119,razzmatazz,2
2120,love,2
2121,chwalisz,2
2122,reader,2
2123,eds,2
2124,professionalism,2
2125,elaboration,2
2126,spatiality,2
2127,emancipatory,2
2128,climate,2
2129,eat,2
2130,abuse,2
2131,handbook,2
2132,revolt,2
2133,aggregation,2
2134,march,2
2135,necessary,2
2136,news,2
2137,accurately,2
2138,piece,2
2139,arousal,2
2140,amount,2
2141,invite,2
2142,articulated,2
2143,commit,2
2144,founder,2
2145,adventure,2
2146,persuasion,2
2147,ed,2
2148,endogeneity,2
2149,weapon,2
2150,technique,2
2151,needless,2
2152,hatred,2
2153,iteration,2
2154,compromise,2
2155,mission,2
2156,crime,2
2157,patriotism,2
2158,usually,2
2159,hear,2
2160,scenario,2
2161,afﬁrmation,2
2162,priori,2
2163,costly,2
2164,assembly,2
2165,bulwark,2
2166,incapacity,2
2167,revert,2
2168,overarch,2
2169,viability,2
2170,gradually,2
2171,trap,2
2172,plank,2
2173,incarnation,2
2174,receptivity,2
2175,ubiquity,2
2176,administration,2
2177,coincidence,2
2178,confrontation,2
2179,tenure,2
2180,deliberate,2
2181,eliminate,2
2182,assistance,2
2183,ban,2
2184,established,2
2185,empower,2
2186,venezuelan,2
2187,embedding,2
2188,toolkit,2
2189,coercion,2
2190,subsequent,2
2191,empowerment,2
2192,für,2
2193,lastly,2
2194,scrutiny,2
2195,etc,2
2196,uniﬁed,2
2197,fully-ﬂedged,2
2198,mode,2
2199,spark,2
2200,albeit,2
2201,dispense,2
2202,archetype,2
2203,prelude,2
2204,deschouwer,2
2205,pay,2
2206,decidedly,2
2207,cf,2
2208,unsuccessful,2
2209,outspoken,2
2210,document,2
2211,incline,2
2212,coalesce,2
2213,fertile,2
2214,formula,2
2215,stimulate,2
2216,constitutional,2
2217,closely,2
2218,unexplored,2
2219,behalf,2
2220,thrive,2
2221,intertwines,2
2222,usefulness,2
2223,deprivation,2
2224,acceptance,2
2225,excess,2
2226,approval,2
2227,purveyor,2
2228,excavate,2
2229,ferocious,2
2230,implicate,2
2231,enterprise,2
2232,seven,2
2233,sufficient,2
2234,conceiving,2
2235,writing,2
2236,additional,2
2237,re-code,2
2238,manipulative,2
2239,problematic,2
2240,eroded,2
2241,thoroughgoing,2
2242,isolate,2
2243,reconfiguration,2
2244,entirely,2
2245,inasmuch,2
2246,unified,2
2247,instigate,2
2248,traction,2
2249,fruitful,2
2250,resilient,2
2251,release,2
2252,ammunition,2
2253,reconstruct,2
2254,ill,2
2255,internationalization,2
2256,neglect,2
2257,repercussion,2
2258,asian,2
2259,non-western,2
2260,8-item,2
2261,parsimonious,2
2262,negatively,2
2263,sub-dimension,2
2264,reemergence,2
2265,much-touted,2
2266,disaggregate,2
2267,basically,2
2268,fleeting,2
2269,denote,2
2270,twofold,2
2271,générale,2
2272,demoticism,2
2273,racism,2
2274,authentically,2
2275,corroborate,2
2276,forget,2
2277,recognisably,2
2278,vs,2
2279,warrant,2
2280,remedy,2
2281,sovereigntist,2
2282,summarise,2
2283,farright,2
2284,possibly,2
2285,soar,2
2286,politicisation,2
2287,pejoratively,2
2288,fifth,2
2289,bridging,2
2290,indeterminacy,2
2291,causality,2
2292,judgment,2
2293,standing,2
2294,postmaterialist,2
2295,non-postmaterialist,2
2296,e,2
2297,theoretician,2
2298,disavow,2
2299,contextualise,2
2300,evoke,2
2301,traditionally,2
2302,ﬂirt,2
2303,separately,2
2304,studies,2
2305,icon,2
2306,detail,2
2307,cost,2
2308,charm,2
2309,deﬁning,2
2310,shared,2
2311,achieve,2
2312,pain,2
2313,revered,2
2314,revise,2
2315,misclassiﬁcation,2
2316,evocation,2
2317,sympathize,2
2318,strikingly,2
2319,pro-market,2
2320,get,2
2321,appraisal,2
2322,collect,2
2323,reinvigorate,2
2324,justiﬁcation,2
2325,arrangement,2
2326,follower,2
2327,inextricability,2
2328,thank,2
2329,wide,2
2330,better-known,2
2331,radicalleft,2
2332,substantive,2
2333,grapple,2
2334,novel,2
2335,people-centeredness,2
2336,theoretically,2
2337,interrogation,2
2338,superhero,2
2339,back,2
2340,progress,2
2341,pander,2
2342,rent,2
2343,unpopular,2
2344,provision,2
2345,alternate,2
2346,shock,2
2347,municipal-level,2
2348,poverty,2
2349,candidate-level,2
2350,shed,2
2351,economist,2
2352,theology,2
2353,detach,2
2354,revisit,2
2355,reform,2
2356,reconstruction,2
2357,corrupt,2
2358,basic,2
2359,campaigning,2
2360,tactically,2
2361,blur,2
2362,claim-making,2
2363,bearer,2
2364,ofﬁce,2
2365,vein,2
2366,dub,2
2367,certainly,2
2368,avowedly,2
2369,heat,2
2370,putative,2
2371,fill,2
2372,quintessentially,2
2373,deep,2
2374,signifier,2
2375,bundle,2
2376,flip,2
2377,modernization,2
2378,investment,2
2379,mainstreaming,2
2380,legitimation,2
2381,contextualisation,2
2382,post-national,2
2383,comparable,2
2384,producerism,2
2385,acceptable,2
2386,admit,2
2387,classiﬁed,2
2388,non-ideological,2
2389,reproduction,2
2390,dream,2
2391,prey,2
2392,co-opt,2
2393,mix,2
2394,tribunal,2
2395,noteworthy,2
2396,sway,2
2397,anti-system-oriented,2
2398,strata,2
2399,demonization,2
2400,initiative,2
2401,ingredient,2
2402,season,2
2403,scandal,2
2404,sight,2
2405,token,2
2406,subjectivity,2
2407,reassess,2
2408,conservative-traditional,2
2409,oligarchy,2
2410,irrational,2
2411,guide,2
2412,ride,2
2413,reluctant,2
2414,mildly,2
2415,worry,2
2416,durability,2
2417,particularism,2
2418,long-standing,2
2419,remove,2
2420,grip,2
2421,defense,2
2422,defender,2
2423,embark,2
2424,statewide,2
2425,enlighten,2
2426,swiss,2
2427,malleability,2
2428,solidarity,2
2429,sovereign,2
2430,justification,2
2431,revamp,2
2432,self-consciously,2
2433,oppressive,2
2434,manage,2
2435,land,2
2436,constant,2
2437,der,2
2438,sufﬁcient,2
2439,congruence,2
2440,mcmath,2
2441,labor,2
2442,conductive,2
2443,bipolar,2
2444,identiﬁes,2
2445,eny,2
2446,partner,2
2447,access,2
2448,outburst,2
2449,criticize,2
2450,refuse,2
2451,radical-right-wing,2
2452,o,2
2453,interventionism,2
2454,distinctly,2
2455,characterization,2
2456,ethno,2
2457,conﬂicte,2
2458,andean,2
2459,electorally,2
2460,unfavorable,2
2461,fragmented,2
2462,ﬁnally,2
2463,reactive,2
2464,mediatize,2
2465,construe,2
2466,signiﬁer,2
2467,horizontal,2
2468,innovation,2
2469,anti-system,2
2470,genealogy,2
2471,mediation,2
2472,thoroughly,2
2473,name,2
2474,polarisation,2
2475,conference,2
2476,ostensibly,2
2477,implicit,2
2478,demonisation,2
2479,choreography,2
2480,entitle,2
2481,noire,2
2482,edit,2
2483,ironically,2
2484,polarising,2
2485,confrontational,2
2486,diverge,2
2487,ethno-nationalist,2
2488,nonetheless,2
2489,infuse,2
2490,nition,2
2491,insistence,2
2492,inquire,2
2493,jump,2
2494,nostalgia,2
2495,host,2
2496,condemnation,2
2497,have,2
2498,specter,2
2499,evocative,2
2500,frontier,2
2501,mutating,2
2502,narrow,2
2503,populistic,2
2504,rally,2
2505,regeneration,2
2506,state-wide,2
2507,difﬁcultie,2
2508,dangerously,2
2509,plurality,2
2510,third-wave,2
2511,minister,2
2512,op,2
2513,colombian,2
2514,unequivocally,2
2515,pursuit,2
2516,significance,2
2517,finnish,2
2518,proudly,2
2519,revival,2
2520,ugly,2
2521,strategic,2
2522,compelling,2
2523,useful,2
2524,reduction,2
2525,philosophy,2
2526,entity,2
2527,plebs,2
2528,schema,2
2529,radical-democratic,2
2530,horizontality,2
2531,responsibility-driven,2
2532,mirror,2
2533,responsibility-orientated,2
2534,modernity,2
2535,australian,2
2536,en,2
2537,timing,2
2538,lulist,2
2539,fan,2
2540,capital,2
2541,occupy,2
2542,production,2
2543,crave,2
2544,ecocentrism,2
2545,educate,2
2546,energy,2
2547,regulation,2
2548,well-calibrated,2
2549,symbolism,2
2550,perpetuate,2
2551,contradictory,2
2552,spectre,2
2553,to-do,2
2554,showdown,2
2555,symbolize,2
2556,undergird,2
2557,entail,2
2558,observer,2
2559,positional,2
2560,mold,2
2561,sd,2
2562,typify,2
2563,scourge,2
2564,racial,2
2565,pierre-andré,2
2566,tv,2
2567,care,2
2568,institutional,2
2569,intelligent,2
2570,newsroom,1
2571,extraordinary,1
2572,normalcy,1
2573,attenuate,1
2574,priming,1
2575,contextualize,1
2576,affine,1
2577,subhypothese,1
2578,transmit,1
2579,controversial,1
2580,attenuation,1
2581,analytically,1
2582,speculation,1
2583,respectively,1
2584,treaty,1
2585,conceptuallyandempirically,1
2586,respondingtocriticism,1
2587,divergingsubstantiveinference,1
2588,concepts,1
2589,dichotomousmeasuresasastandardchoiceforresearch,1
2590,adaption,1
2591,attitudinal,1
2592,attain,1
2593,modiﬁcation,1
2594,percentile,1
2595,inconsistency,1
2596,goertzian,1
2597,classiﬁes,1
2598,evilinsociety,1
2599,composite,1
2600,discrepancy,1
2601,identical,1
2602,meaningful,1
2603,premature,1
2604,subscribe,1
2605,speciﬁcation,1
2606,visit,1
2607,authoritarian-leaning,1
2608,summum,1
2609,volatile,1
2610,europeanisation,1
2611,prrp,1
2612,policymake,1
2613,technical,1
2614,convince,1
2615,anti-eu,1
2616,skeptic,1
2617,peasant,1
2618,prototypically,1
2619,consist,1
2620,attractiveness,1
2621,attribution,1
2622,appreciate,1
2623,accounting,1
2624,subdivide,1
2625,continent,1
2626,della,1
2627,receiver,1
2628,ingroup,1
2629,outgroup,1
2630,stickiness,1
2631,accumulation,1
2632,co-occurrence,1
2633,diet,1
2634,co-occur,1
2635,christian,1
2636,r]ight-wing,1
2637,rwpp,1
2638,strict,1
2639,precinct,1
2640,ratify,1
2641,finger,1
2642,nationalist-inspired,1
2643,flow,1
2644,outgrowth,1
2645,nationalist-tinged,1
2646,shaming,1
2647,ruffle,1
2648,unapologetic,1
2649,narcissism,1
2650,helpful,1
2651,populist-led,1
2652,unthinkable,1
2653,assuage,1
2654,relief,1
2655,leaning,1
2656,cooperate,1
2657,well-documented,1
2658,trusting,1
2659,extremity,1
2660,dividual,1
2661,unfold,1
2662,allure,1
2663,mélange,1
2664,agile,1
2665,calculated,1
2666,acuman,1
2667,detour,1
2668,trio,1
2669,ephemeral,1
2670,cousin,1
2671,negligible,1
2672,plebiscitarianism,1
2673,helm,1
2674,assembling,1
2675,hamper,1
2676,suited,1
2677,expropriationist,1
2678,vote-catching,1
2679,hurrah,1
2680,permeate,1
2681,inducement,1
2682,friend,1
2683,instal,1
2684,safeguard,1
2685,personalistic,1
2686,script,1
2687,sanction,1
2688,spawn,1
2689,room,1
2690,formidable,1
2691,conventional,1
2692,monitoring,1
2693,crusade,1
2694,muddle,1
2695,evenly,1
2696,pi,1
2697,nouveaux,1
2698,national-heritage,1
2699,stretch,1
2700,austria-hungary,1
2701,perceptibly,1
2702,paternal,1
2703,conspiracy-minded,1
2704,unwarranted,1
2705,launch,1
2706,fraud,1
2707,competitor,1
2708,rebirth,1
2709,bureaucracy,1
2710,faction,1
2711,bayonet,1
2712,immensity,1
2713,minefield,1
2714,hypermodernity,1
2715,sword,1
2716,curdle,1
2717,empirical,1
2718,restraint,1
2719,aver,1
2720,cloth,1
2721,bleak,1
2722,global-populism,1
2723,crash,1
2724,extremeright,1
2725,temptation,1
2726,beauty,1
2727,unrepresente,1
2728,incendiary,1
2729,beneficiary,1
2730,infrastructure,1
2731,rife,1
2732,bluntly,1
2733,unbridgeable,1
2734,longrule,1
2735,left-out,1
2736,pass,1
2737,pivot,1
2738,steadfastly,1
2739,guess,1
2740,vital,1
2741,scatter,1
2742,implosion,1
2743,interdependency,1
2744,illiberalism,1
2745,born-again,1
2746,intolerant,1
2747,violent,1
2748,pro-poor,1
2749,pro-thaksin,1
2750,accountability-shredding,1
2751,house,1
2752,expel,1
2753,betray,1
2754,rid,1
2755,self-dealing,1
2756,bend,1
2757,chauvinistic,1
2758,potent,1
2759,mentor,1
2760,extinction,1
2761,prescription,1
2762,mistake,1
2763,longing,1
2764,uncommon,1
2765,illiberal-democratic,1
2766,weather,1
2767,chronic,1
2768,erstwhile,1
2769,degenerate,1
2770,downturn,1
2771,straight,1
2772,stampede,1
2773,revitalize,1
2774,loom,1
2775,stamp,1
2776,drop,1
2777,loose,1
2778,entrenched,1
2779,atmosphere,1
2780,dichotomy,1
2781,initially,1
2782,subversion,1
2783,counteract,1
2784,bait,1
2785,dismay,1
2786,ascendancy,1
2787,batch,1
2788,tide,1
2789,prerequisite,1
2790,generalize,1
2791,recode,1
2792,sine,1
2793,reward,1
2794,poor,1
2795,delivery,1
2796,research-article2013,1
2797,abate,1
2798,face-validity,1
2799,load,1
2800,famous,1
2801,sustainability,1
2802,arrival,1
2803,possess,1
2804,interesting,1
2805,op-ed,1
2806,fraudulent,1
2807,applicability,1
2808,imagination,1
2809,moralistic,1
2810,casta,1
2811,susceptive,1
2812,homogeneous,1
2813,incompetent,1
2814,participate,1
2815,intrinsically,1
2816,undertone,1
2817,absorb,1
2818,redress,1
2819,twentieth,1
2820,efdd,1
2821,mp,1
2822,well-defined,1
2823,calculate,1
2824,regular,1
2825,robustness,1
2826,composition,1
2827,cultivation,1
2828,comprehensive,1
2829,converge,1
2830,congruous,1
2831,migration,1
2832,unremarkable,1
2833,convincingly,1
2834,carefully,1
2835,informative,1
2836,stick,1
2837,lot,1
2838,sexiness,1
2839,thinideology,1
2840,recipient,1
2841,cohesion,1
2842,politicise,1
2843,fundamentally,1
2844,hypothesise,1
2845,antiimmigrant,1
2846,generalisability,1
2847,persuasive,1
2848,universality,1
2849,ʻright,1
2850,criticise,1
2851,cliché,1
2852,naive,1
2853,regress,1
2854,selfcompetence,1
2855,internet,1
2856,unsupportive,1
2857,foe,1
2858,casero-ripollé,1
2859,peer,1
2860,theirs,1
2861,cross-class,1
2862,reducible,1
2863,proof,1
2864,technology,1
2865,company,1
2866,nationalization,1
2867,VARIABLE,1
2868,anti-market,1
2869,-ism,1
2870,synonym,1
2871,backwards,1
2872,lessen,1
2873,stop,1
2874,sentimental,1
2875,ultraconservative,1
2876,mol,1
2877,compassion,1
2878,proclivity,1
2879,six-item,1
2880,js-others,1
2881,workplace,1
2882,state-militarized,1
2883,positionality,1
2884,federalism,1
2885,allegiance,1
2886,megalomaniac,1
2887,incursion,1
2888,onset,1
2889,vindication,1
2890,deadlock,1
2891,perpetuation,1
2892,militarized,1
2893,primed,1
2894,policy-maker,1
2895,policymaker,1
2896,unify,1
2897,consensus-seeking,1
2898,gendered,1
2899,non-,1
2900,sex,1
2901,enter,1
2902,conceptionalisation,1
2903,noticeably,1
2904,twice,1
2905,exceptionally,1
2906,radicalness,1
2907,emerged,1
2908,swedish,1
2909,flavour,1
2910,spreading,1
2911,conceptually,1
2912,outlier,1
2913,guest,1
2914,dinner,1
2915,prowess,1
2916,aggressiveness,1
2917,female,1
2918,openness,1
2919,self-select,1
2920,conscientiousness,1
2921,paragon,1
2922,declination,1
2923,potentiality,1
2924,alter,1
2925,occupation,1
2926,catchall,1
2927,resolutely,1
2928,demonopolisation,1
2929,conventionally,1
2930,stylist,1
2931,common-sense,1
2932,half-decade,1
2933,halfcentury,1
2934,unexpected,1
2935,whole-hearted,1
2936,evidently,1
2937,certainty,1
2938,confident,1
2939,ideal,1
2940,incivility,1
2941,disrespectfully,1
2942,participant,1
2943,disrespectful,1
2944,unpredictable,1
2945,tale,1
2946,woe,1
2947,offset,1
2948,politically,1
2949,insularity,1
2950,progressivism,1
2951,antitechnocratic,1
2952,anti-neoliberal,1
2953,technocrat,1
2954,incidence,1
2955,gerre,1
2956,impulse,1
2957,porous,1
2958,yield,1
2959,grzymala-busse,1
2960,cross-nationally,1
2961,resonant,1
2962,divert,1
2963,deter,1
2964,outﬂanking,1
2965,truculent,1
2966,resurrection,1
2967,rediscovery,1
2968,valueadde,1
2969,inscrutable,1
2970,tactician,1
2971,anti-austerity,1
2972,recast,1
2973,vacuity,1
2974,repudiation,1
2975,disguise,1
2976,etiquette,1
2977,burn,1
2978,suspension,1
2979,rationale,1
2980,originate,1
2981,engine,1
2982,arbitration,1
2983,curbing,1
2984,bang,1
2985,reversal,1
2986,overestimate,1
2987,ﬁxe,1
2988,setup,1
2989,sneaky,1
2990,magyar,1
2991,turkish,1
2992,hobble,1
2993,slovak,1
2994,resignation,1
2995,minimize,1
2996,tailor-made,1
2997,permit,1
2998,concentration,1
2999,impetus,1
3000,descent,1
3001,savvy,1
3002,undemocratic,1
3003,ethnonationalist,1
3004,ﬁrst,1
3005,transgressive,1
3006,strong-willed,1
3007,conjuncture,1
3008,web,1
3009,anti-government,1
3010,road,1
3011,demonising,1
3012,foremost,1
3013,market-based,1
3014,cornerstone,1
3015,nondemocratic,1
3016,product,1
3017,ment,1
3018,pack,1
3019,decadence,1
3020,nent,1
3021,fittingly,1
3022,in-group,1
3023,diﬀerently,1
3024,intensiﬁcation,1
3025,selective,1
3026,elaborate,1
3027,neutral,1
3028,diﬀusion,1
3029,normalisation,1
3030,aggrandisement,1
3031,personalisation,1
3032,anti-people,1
3033,secularist,1
3034,depoliticise,1
3035,marketplace,1
3036,unambiguously,1
3037,straightforward,1
3038,feeble,1
3039,blatantly,1
3040,irrespective,1
3041,tilt,1
3042,vessel,1
3043,disinterest,1
3044,higher,1
3045,hyper-representation,1
3046,method,1
3047,restructure,1
3048,incommensurability,1
3049,sibertin-blanc,1
3050,destination,1
3051,nonprofit,1
3052,navigate,1
3053,redundant,1
3054,left-,1
3055,hypostasize,1
3056,assemble,1
3057,choosing,1
3058,overdetermine,1
3059,avow,1
3060,avowed,1
3061,beholden,1
3062,wide-ranging,1
3063,vocate,1
3064,rich,1
3065,aesthetic,1
3066,convention,1
3067,pcm,1
3068,ashgate,1
3069,extraction,1
3070,counter-expertise,1
3071,repair,1
3072,e-journal,1
3073,y-climate-change-demands-system-change/.,1
3074,-movement-green-new-deal,1
3075,post-political,1
3076,sagepub.com/journals-permission,1
3077,violence,1
3078,approximately,1
3079,proworker,1
3080,trade,1
3081,researchidentiﬁes,1
3082,thecontextthatis,1
3083,fanning,1
3084,rhetoricalelement,1
3085,weexpectthatindividualswhoalreadyshowthehighestlevelsof,1
3086,selfreporte,1
3087,theeffectofthedispositionalframeonlowpretreatment,1
3088,self-expressed,1
3089,mitigate,1
3090,institutionalize,1
3091,riskiness,1
3092,continuous,1
3093,ns,1
3094,unrelated,1
3095,favourably,1
3096,uncover,1
3097,doctrine,1
3098,naturally,1
3099,repeat,1
3100,resume,1
3101,campaigner,1
3102,cross,1
3103,unambiguous,1
3104,non-democratic,1
3105,imperfectly,1
3106,autogolpe,1
3107,unchanged,1
3108,dunning,1
3109,travel,1
3110,unresponsiveness,1
3111,questionably,1
3112,abstain,1
3113,unification,1
3114,latency,1
3115,paradigmatic,1
3116,box,1
3117,misleading,1
3118,peronist,1
3119,antidemocratically,1
3120,entertainment-driven,1
3121,associated,1
3122,symbiosis,1
3123,strategist,1
3124,transcend,1
3125,streak,1
3126,profit-seeking,1
3127,handwringe,1
3128,forerunner,1
3129,tinge,1
3130,ganism,1
3131,gan,1
3132,war,1
3133,soldier,1
3134,comprehensible,1
3135,everyday,1
3136,communist,1
3137,genocide,1
3138,particularize,1
3139,rarely,1
3140,marketing,1
3141,conﬁrme,1
3142,recur,1
3143,angle,1
3144,maintenance,1
3145,endow,1
3146,underside,1
3147,epitome,1
3148,inclusiveness,1
3149,socialize,1
3150,ex-dictator,1
3151,runoff,1
3152,re-democratization,1
3153,enormously,1
3154,coincidental,1
3155,ﬁlle,1
3156,barrier,1
3157,unsurprisingly,1
3158,unip,1
3159,predilection,1
3160,adept,1
3161,bemba,1
3162,decentralized,1
3163,copper,1
3164,threatening,1
3165,multipartyism,1
3166,cross-ethnic,1
3167,fragility,1
3168,birth,1
3169,historic,1
3170,combative,1
3171,destroy,1
3172,vilify,1
3173,handle,1
3174,deterrent,1
3175,notorious,1
3176,ought,1
3177,unrealistic,1
3178,narrowly,1
3179,hyper-personalized,1
3180,clay,1
3181,grouping,1
3182,proscribe,1
3183,sincere,1
3184,accomplish,1
3185,intopower,1
3186,non-existent,1
3187,three-party,1
3188,repel,1
3189,po,1
3190,awkwardly,1
3191,internally,1
3192,stand,1
3193,compatibility,1
3194,accurate,1
3195,outbreak,1
3196,duration,1
3197,outﬂank,1
3198,pacify,1
3199,mollify,1
3200,eschew,1
3201,counter-response,1
3202,ejection,1
3203,purging,1
3204,entrench,1
3205,cope,1
3206,shore,1
3207,faithful,1
3208,officer,1
3209,contestationagainst,1
3210,indirectly,1
3211,asset,1
3212,intenv,1
3213,mobcap,1
3214,revolutionary,1
3215,progressively,1
3216,predispose,1
3217,imbue,1
3218,surtax,1
3219,military,1
