;title;year;conc;poptype
356;Sheets et al. 2016;2016;['party', 'cue', 'affect', 'anti-immigrant', 'cynical', 'attitude', 'indirectly', 'boost', 'likelihood', 'vote', 'populist', 'finding', 'add', 'detailed', 'micro-level', 'perspective', 'study', 'medium', 'effect', 'area'];right-wing
357;Sheets et al. 2016;2016;['Success', 'academic', 'definition', 'populism', 'vary', 'tend', 'agree', 'two', 'define', 'element', 'populist', 'party', 'central', 'focus', 'people', 'literature', 'remain', 'unclear', 'appropriate', 'populist'];right-wing
358;Sheets et al. 2016;2016;['populist', 'party', 'central', 'focus', 'people', 'literature', 'remain', 'unclear', 'appropriate', 'populist', 'anti-immigrant’’—for', 'party', 'argue', 'clear', 'distinction', 'different', 'party', 'fall', 'category', 'use'];right-wing
359;Sheets et al. 2016;2016;['category', 'use', 'term', 'interchangeably', 'debate', 'scope', 'precision', 'sake', 'focus', 'populist', 'party', 'understand', 'involve', 'anti-immigrant', 'platform', 'sentiment', 'accompany', 'anti-elitism', 'Canovan_,_1999', 'people'];right-wing
360;Sheets et al. 2016;2016;['ordinary', 'people', 'juxtapose', 'dangerous', 'pose', 'threat', 'interest', 'Canovan_,_1999', '3–5', 'populism', 'corrupt', 'elite', 'Mudde', '2004', '543', 'immigrant', 'belong', 'idealized', 'traditionalist', 'vision'];right-wing
361;Sheets et al. 2016;2016;['Mudde', '2004', '543', 'immigrant', 'belong', 'idealized', 'traditionalist', 'vision', 'ordinary', 'citizen', 'populism', 'combine', 'anti-elitist', 'rhetoric', 'in-group', 'typically', 'favoritism', 'lead', 'harsh', 'opposition'];nationalist
362;Sheets et al. 2016;2016;['Far-right', 'party', 'appear', 'firm', 'common', 'ground', 'resentment', 'immigrant', 'Veugelers_&_Chiarini', '2002', 'populist', 'party', 'belong', 'broad', 'party', 'family', 'anti-immigrant', 'anti-immigration', 'party', 'Fennema'];right-wing
363;Sheets et al. 2016;2016;['party', 'Giugni_&_Koopmans', '2007', 'discussion', 'Mudde', '2007', 'anti-immigrant', 'party', 'populist', 'populist', 'party', 'antiimmigrant', 'immigration', 'extent', 'coherent', 'theoretical', 'framework', 'explain'];right-wing
364;Sheets et al. 2016;2016;['Giugni_&_Koopmans', '2007', 'discussion', 'Mudde', '2007', 'anti-immigrant', 'party', 'populist', 'populist', 'party', 'antiimmigrant', 'immigration', 'extent', 'coherent', 'theoretical', 'framework', 'explain', 'success', 'populist'];right-wing
365;Sheets et al. 2016;2016;['converge', 'observation', 'structural', 'development', 'western', 'society', 'translate', 'individual', 'motivation', 'vote', 'populist', 'contend', 'process', 'modernization', 'globalization', 'provide', 'fertile', 'ground', 'populist', 'party'];right-wing
366;Sheets et al. 2016;2016;['vote', 'populist', 'contend', 'process', 'modernization', 'globalization', 'provide', 'fertile', 'ground', 'populist', 'party', 'Betz', '1994', 'Minkenberg', '1998', 'argue', 'society', 'crisis', 'particular', 'economic'];right-wing
367;Sheets et al. 2016;2016;['1998', 'argue', 'society', 'crisis', 'particular', 'economic', 'political', 'crisis', 'susceptible', 'populism', 'Kriesi', '1995', 'third', 'group', 'contend', 'specifically', 'change', 'ethnic', 'composition', 'society'];right-wing
368;Sheets et al. 2016;2016;['ethnic', 'composition', 'society', 'include', 'cause', 'mass', 'immigration', 'tend', 'encourage', 'populism', 'Golder', '2003', 'Mudde', '2007', 'sum', 'theory', 'assert', 'certain', 'group', 'certain'];right-wing
369;Sheets et al. 2016;2016;['2007', 'sum', 'theory', 'assert', 'certain', 'group', 'certain', 'society', 'prone', 'vote', 'populist', 'threaten', 'societal', 'process', 'related', 'note', 'societal', 'process', 'highlight', 'decline'];right-wing
370;Sheets et al. 2016;2016;['Dahrendorf', '2003', 'Decker', '2008', 'March_&_Mudde', '2005', 'March_,_2007', 'choose', 'focus', 'populism', 'uniformly', 'supportive', 'hard', 'empirically', 'justify', 'lack', 'explicit', 'translation', 'micro-level', 'dynamic'];right-wing
371;Sheets et al. 2016;2016;['external', 'supply-side', 'explanation', 'demandside', 'motivation', 'individual', 'voter', 'framework', 'explain', 'populist', 'success', 'particular', 'two', 'explanation', 'derive', 'literature', 'subsume', 'umbrella', 'populist'];right-wing
372;Sheets et al. 2016;2016;['anti-immigration', 'attitude', 'anti-establishment', 'sentiment', 'scholar', 'advocate', 'first', 'explanation', 'argue', 'populist', 'party', 'support', 'base', 'primarily', 'entirely', 'ideological', 'issue', 'agreement', 'the_party_(_Ivarsflaten_,_2008', 'Oesch_,_2008'];right-wing
373;Sheets et al. 2016;2016;['Cutts', 'Ford_&_Goodwin', '2011', 'Schumacher_&_Rooduijn', '2013', 'strong', 'effect', 'assume', 'voter', 'populist', 'party', 'largely', 'drive', 'anti-immigrant', 'attitude', 'protest', 'cynical', 'attitude', 'potential', 'problem'];right-wing
374;Sheets et al. 2016;2016;['attitude', 'potential', 'problem', 'general', 'individual-level', 'explanatory', 'framework', 'lie', 'fact', 'latent', 'populist', 'attitudes—anti-immigrant', 'anti-politics', 'necessarily', 'lead', 'vote', 'populist', 'party', 'miss', 'theoretical'];right-wing
375;Sheets et al. 2016;2016;['lie', 'fact', 'latent', 'populist', 'attitudes—anti-immigrant', 'anti-politics', 'necessarily', 'lead', 'vote', 'populist', 'party', 'miss', 'theoretical', 'link', 'individual', 'motivation', 'societal', 'condition', 'engender'];right-wing
376;Sheets et al. 2016;2016;['party', 'miss', 'theoretical', 'link', 'individual', 'motivation', 'societal', 'condition', 'engender', 'populist', 'movement', 'medium', 'central', 'link', 'citizen', 'inwardly', 'experience', 'level', 'negativity', 'immigrant'];right-wing
377;Sheets et al. 2016;2016;['type', 'coverage', 'prompt', 'citizen', 'likely', 'experience', 'attitude', 'express', 'support', 'populist', 'party', 'role', 'medium', 'explain', 'success', 'populist', 'party', 'focus', 'academic', 'attention'];right-wing
378;Sheets et al. 2016;2016;['attitude', 'express', 'support', 'populist', 'party', 'role', 'medium', 'explain', 'success', 'populist', 'party', 'focus', 'academic', 'attention', 'the_turn_of_the_century', 'main', 'conclusion', 'appear', 'mass', 'medium'];right-wing
379;Sheets et al. 2016;2016;['Ellinas', '2010', '210', 'empirical', 'research', 'indicate', 'way', 'medium', 'break', 'populist', 'party', 'example', 'literature', 'suggest', 'degree', 'populist', 'party', 'leader', 'cover'];right-wing
380;Sheets et al. 2016;2016;['medium', 'break', 'populist', 'party', 'example', 'literature', 'suggest', 'degree', 'populist', 'party', 'leader', 'cover', 'news', 'relate', 'popular', 'support', 'Vliegenthart', 'et', 'al'];right-wing
381;Sheets et al. 2016;2016;['germane', 'study', 'literature', 'base', 'issue', 'ownership', 'thesis', 'show', 'salience', 'populist', 'party', 'topic', 'medium', 'immigration', 'integration', 'Islam', 'anti-politics', 'sentiment', 'medium', 'coverage'];right-wing
382;Sheets et al. 2016;2016;['supply-side', 'environment', 'provide', 'mass', 'medium', 'mass', 'medium', 'coverage', 'mention', 'populist', 'party', 'conjunction', 'highlight', 'populist', 'issue', 'populist', 'attitude', 'augment', 'galvanize', 'benefit'];right-wing
383;Sheets et al. 2016;2016;['medium', 'mass', 'medium', 'coverage', 'mention', 'populist', 'party', 'conjunction', 'highlight', 'populist', 'issue', 'populist', 'attitude', 'augment', 'galvanize', 'benefit', 'populist', 'claim', 'solve'];right-wing
384;Sheets et al. 2016;2016;['medium', 'coverage', 'mention', 'populist', 'party', 'conjunction', 'highlight', 'populist', 'issue', 'populist', 'attitude', 'augment', 'galvanize', 'benefit', 'populist', 'claim', 'solve', 'complicated', 'puzzle'];right-wing
385;Sheets et al. 2016;2016;['party', 'conjunction', 'highlight', 'populist', 'issue', 'populist', 'attitude', 'augment', 'galvanize', 'benefit', 'populist', 'claim', 'solve', 'complicated', 'puzzle', 'success', 'populism', 'address', 'relevant'];right-wing
386;Sheets et al. 2016;2016;['galvanize', 'benefit', 'populist', 'claim', 'solve', 'complicated', 'puzzle', 'success', 'populism', 'address', 'relevant', 'factor', 'hope', 'experimental', 'research', 'medium', 'coverage', 'populist', 'attitude'];right-wing
387;Sheets et al. 2016;2016;['populism', 'address', 'relevant', 'factor', 'hope', 'experimental', 'research', 'medium', 'coverage', 'populist', 'attitude', 'contribute', 'close', 'gap', 'individual', 'structural', 'factor', 'Media_Cues', 'Priming', 'Issue'];right-wing
388;Sheets et al. 2016;2016;['issue', 'connect', 'cued', 'party', 'specifically', 'present', 'medium', 'cue', 'about_two', 'populist', 'topics—immigrant', 'anti-politics—to', 'respondent', 'news', 'article', 'street', 'crime', 'issue', 'arguably', 'own'];right-wing
389;Sheets et al. 2016;2016;['cue', 'explain', 'cue', 'detail', 'elaborate', 'mechanism', 'expect', 'cue', 'affect', 'attitude', 'populist', 'far', 'the_Role_of_Party_Cues', 'general', 'argue', 'party', 'cue', 'help', 'voter', 'efficiently'];right-wing
390;Sheets et al. 2016;2016;['increase', 'people', 'motivation', 'process', 'information', 'motivate', 'process', 'information', 'include', 'populist', 'cue', 'regard', 'populist', 'party', 'particular', 'show', 'increase', 'visibility', 'party'];right-wing
391;Sheets et al. 2016;2016;['information', 'motivate', 'process', 'information', 'include', 'populist', 'cue', 'regard', 'populist', 'party', 'particular', 'show', 'increase', 'visibility', 'party', 'news', 'coverage', 'relate', 'strong'];right-wing
392;Sheets et al. 2016;2016;['public', 'support', 'Vliegenthart', 'et', 'al', '2012', 'party', 'cueing', 'add', 'effectiveness', 'populist', 'cue', 'effective', 'explore', 'dynamic', 'present', 'simple', 'party', 'cue', 'isolation'];right-wing
393;Sheets et al. 2016;2016;['explore', 'dynamic', 'present', 'simple', 'party', 'cue', 'isolation', 'conjunction', 'two', 'populist', 'cue', 'discuss', 'give', 'ambivalent', 'finding', 'literature', 'party', 'cue', 'lack', 'clear'];right-wing
394;Sheets et al. 2016;2016;['guidance', 'pose', 'follow', 'research', 'question', 'party', 'cue', 'prompt', 'great', 'populist', 'support', 'Right-Wing', 'Populist', 'Media', 'Cues', 'coverage', 'populist', 'party', 'interested', 'extent'];right-wing
395;Sheets et al. 2016;2016;['research', 'question', 'party', 'cue', 'prompt', 'great', 'populist', 'support', 'Right-Wing', 'Populist', 'Media', 'Cues', 'coverage', 'populist', 'party', 'interested', 'extent', 'specific', 'populist'];right-wing
396;Sheets et al. 2016;2016;['prompt', 'great', 'populist', 'support', 'Right-Wing', 'Populist', 'Media', 'Cues', 'coverage', 'populist', 'party', 'interested', 'extent', 'specific', 'populist', 'cue', 'enhance', 'impact', 'party'];right-wing
397;Sheets et al. 2016;2016;['Populist', 'Media', 'Cues', 'coverage', 'populist', 'party', 'interested', 'extent', 'specific', 'populist', 'cue', 'enhance', 'impact', 'party', 'cue', 'discussion', 'issue', 'ownership', 'literature', 'address'];right-wing
398;Sheets et al. 2016;2016;['issue', '.', '2013', 'test', 'idea', 'offer', 'novel', 'approach', 'present', 'populist', 'cue', 'media', 'text', 'cue', 'party', 'imply', 'competence', 'paper', 'include', 'two'];right-wing
399;Sheets et al. 2016;2016;['crime', 'expect', 'immigrant', 'cue', 'news', 'article', 'prompt', 'support', 'cued', 'populist', 'party', 'populism-relevant', 'topic', 'salient', 'context', 'own', 'issue', 'follow', 'priming', 'issue'];right-wing
400;Sheets et al. 2016;2016;['immigrant', 'cue', 'news', 'article', 'prompt', 'support', 'cued', 'populist', 'party', 'populism-relevant', 'topic', 'salient', 'context', 'own', 'issue', 'follow', 'priming', 'issue', 'ownership', 'logic'];right-wing
401;Sheets et al. 2016;2016;['first', 'hypothesis', 'participant', 'present', 'immigrant', 'cue', 'express', 'support', 'cued', 'populist', 'party', 'turn', 'anti-politics', 'cue', 'recall', 'critique', 'country', 'political', 'economic', 'elite'];right-wing
402;Sheets et al. 2016;2016;['cue', 'recall', 'critique', 'country', 'political', 'economic', 'elite', 'define', 'feature', 'populism', 'Schedler', '1996', 'distinguish', 'political', 'establishment', 'populist', 'party', 'seek', 'attract', 'voter'];right-wing
403;Sheets et al. 2016;2016;['elite', 'define', 'feature', 'populism', 'Schedler', '1996', 'distinguish', 'political', 'establishment', 'populist', 'party', 'seek', 'attract', 'voter', 'equally', 'dissatisfied', 'medium', 'play', 'critical', 'role'];right-wing
404;Sheets et al. 2016;2016;['salient', 'aspect', 'voting', 'prompt', 'support', 'party', 'best-suited', 'deal', 'cued', 'populist', 'party', '.', '2013', 'present', 'second', 'hypothesis', 'participant', 'present', 'anti-politics', 'cue'];right-wing
405;Sheets et al. 2016;2016;['second', 'hypothesis', 'participant', 'present', 'anti-politics', 'cue', 'express', 'support', 'cued', 'populist', 'party', 'role', 'Anti-Immigrant', 'Attitudes', 'Political', 'Cynicism', 'hypothesizing', 'direct', 'effect', 'party'];right-wing
406;Sheets et al. 2016;2016;['effect', 'party', 'support', 'expect', 'cue', 'affect', 'two', 'main', 'driver', 'populist', 'party', 'success', 'review', 'anti-immigrant', 'attitude', 'political', 'cynicism', 'fact', 'take', 'account'];right-wing
407;Sheets et al. 2016;2016;['position', 'identity', 'consideration', 'anti-immigrant', 'attitude', 'anti-political', 'sentiment', 'cynicism', 'drive', 'populist', 'voting', 'Lubbers_&_Scheepers', '2001', 'Schumacher', 'Rooduijn', '2013', 'Brug', '2003', 'medium', 'cue'];right-wing
408;Sheets et al. 2016;2016;['give', 'H4', 'hypothesize', 'direct', 'effect', 'cue', 'two', 'main', 'driver', 'populist', 'support', 'logical', 'medium', 'cue', 'affect', 'party', 'support', 'indirectly', 'two', 'key'];right-wing
409;Sheets et al. 2016;2016;['prior', 'study', 'demonstrate', 'importance', 'anti-immigration', 'antipolitic', 'sentiment', 'explain', 'vote', 'populist', 'party', 'Lubbers_&_Scheepers', '2001', 'give', 'conceptual', 'empirical', 'complexity', 'show', 'indirect', 'effect'];right-wing
410;Sheets et al. 2016;2016;['indirect', 'effect', 'topical', 'cue', 'conjunction', 'party', 'cue', 'indirectly', 'affect', 'populist', 'party', 'support', 'anti-immigrant', 'attitude', 'political', 'cynicism', 'theoretical', 'model', 'underlie', 'research'];right-wing
411;Sheets et al. 2016;2016;['research', 'characterize', 'unprecedented', 'level', 'electoral', 'volatility', 'remarkable', 'electoral', 'success', 'populist', 'party', 'current', 'political', 'landscape', 'PVV', 'Partij', 'voor', 'de', 'Vrijheid', 'Freedom_Party'];right-wing
412;Sheets et al. 2016;2016;['Partij', 'voor', 'de', 'Vrijheid', 'Freedom_Party', 'organize', 'leader', 'Wilders', 'put', 'populism', '3an', 'alternative', 'solely', 'issue', 'ownership', 'cueing', 'relevant', 'issue', 'immigrant', 'anti-politics'];right-wing
413;Sheets et al. 2016;2016;['attitudinal', 'moderator', 'political', 'agenda', 'PVV', 'fit', 'squarely', 'literature', 'conceptualization', 'populism', 'categorize', 'literature', 'categorization', 'draw', 'theoretical', 'observation', 'empirical', 'analysis', 'party', 'manifesto'];right-wing
414;Sheets et al. 2016;2016;['basic', 'analysis', 'test', 'direct', 'effect', 'cue', 'cynicism', 'antiimmigrant', 'attitude', 'populist', 'party', 'preference', 'simple', 'structural', 'equation', 'path', 'model', 'latent', 'variable', 'Bollen'];right-wing
415;Sheets et al. 2016;2016;['cue', 'combination', 'manipulate', 'experiment', 'endogenous', 'variable', 'cynicism', 'anti-immigrant', 'attitude', 'populist', 'party', 'preference', 'result', 'test', 'cue', 'affect', 'party', 'preference', 'PVV', 'H1'];right-wing
416;Sheets et al. 2016;2016;['analysis', 'direct', 'effect', 'party', 'cue', 'support', 'PVV', 'find', 'impact', 'populist', 'cue', 'embed', 'party', 'cue', 'lead', 'rejection', 'h1', 'find', 'significant', 'interesting'];right-wing
417;Sheets et al. 2016;2016;['rejection', 'h1', 'find', 'significant', 'interesting', 'result', 'two', 'key', 'driver', 'populist', 'support—anti-immigrant', 'attitude', 'political', 'cynicism', 'model_b2', 'test', 'combine', 'cue', 'effect', 'anti-immigrant'];right-wing
418;Sheets et al. 2016;2016;['point', 'respondent', 'confront', 'immigrant', 'cue', 'PVV', 'story', 'result', 'indicate', 'populist', 'medium', 'cue', 'affect', 'two', 'key', 'explanatory', 'variable', 'populist-party', 'support', 'affect'];right-wing
419;Sheets et al. 2016;2016;['indicate', 'populist', 'medium', 'cue', 'affect', 'two', 'key', 'explanatory', 'variable', 'populist-party', 'support', 'affect', 'PVV', 'party', 'support', 'result', 'hint', 'indirect', 'direct', 'cue'];right-wing
420;Sheets et al. 2016;2016;['2', 'p', 't', 'value', '3', 'test', 'two-tailed', 'give', 'success', 'populist', 'anti-immigrant', 'party', 'Europe', 'scholar', 'need', 'understand', 'role', 'medium', 'play', 'boost'];right-wing
421;Sheets et al. 2016;2016;['relevant', 'medium', 'immigrant', 'cue', 'anti-politics', 'cue', 'combine', 'party', 'support', 'populist', 'party', 'find', 'populist', 'cue', 'directly', 'boost', 'support', 'two', 'key', 'driver'];right-wing
422;Sheets et al. 2016;2016;['cue', 'anti-politics', 'cue', 'combine', 'party', 'support', 'populist', 'party', 'find', 'populist', 'cue', 'directly', 'boost', 'support', 'two', 'key', 'driver', 'populist-party', 'support'];right-wing
423;Sheets et al. 2016;2016;['find', 'populist', 'cue', 'directly', 'boost', 'support', 'two', 'key', 'driver', 'populist-party', 'support', 'antiimmigrant', 'attitude', 'political', 'cynicism', 'direct', 'effect', 'cue', 'party', 'support'];right-wing
424;Sheets et al. 2016;2016;['consistent', 'finding', 'suggest', 'crucial', 'role', 'cynicism', 'immigration', 'attitude', 'drive', 'populist', 'support', 'Cutts_et_al_.', '2011', 'Schumacher_&_Rooduijn', '2013', 'study', 'show', 'potential', 'power', 'news'];right-wing
425;Sheets et al. 2016;2016;['experimental', 'design', 'understanding', 'structural', 'feature', 'voter', 'interact', 'come', 'support', 'populist', 'party', 'point', 'merit', 'attention', 'first', 'cueing', 'party', 'interest', 'effect', 'isolation'];right-wing
426;Sheets et al. 2016;2016;['first', 'cueing', 'party', 'interest', 'effect', 'isolation', 'substantive', 'cue', 'mention', 'populist', 'party', 'necessarily', 'gain', 'simply', 'present', 'news', 'Vliegenthart', 'et', 'al', '2012'];right-wing
427;Sheets et al. 2016;2016;['cue', 'combination', 'particularly', 'effective', 'circumstance', 'party', 'cue', 'effective', 'rise', 'populist', 'party', '.', '2011', 'Mudde', '2007', 'party', 'establish', 'political', 'scene', 'include'];right-wing
428;Sheets et al. 2016;2016;['broad', 'political', 'context', 'note', 'early', 'PVV', 'share', 'characteristic', 'prominent', 'populist', 'party', 'Europe', 'furthermore', 'media', 'coverage', 'manipulation', 'fair', 'representation', 'news', 'coverage'];right-wing
429;Sheets et al. 2016;2016;['reason', 'suspect', 'dynamic', 'limit', 'party', 'question', 'particular', 'issue', 'discussion', 'populist', 'party', 'populist', 'medium', 'cue', 'own', 'content', 'likely', 'regularly', 'occur', 'country'];right-wing
430;Sheets et al. 2016;2016;['dynamic', 'limit', 'party', 'question', 'particular', 'issue', 'discussion', 'populist', 'party', 'populist', 'medium', 'cue', 'own', 'content', 'likely', 'regularly', 'occur', 'country', 'well-established', 'populist'];right-wing
431;Sheets et al. 2016;2016;['experiment', 'follow-up', 'study', 'finding', 'hold', 'outside', 'control', 'context', 'think', 'populist', 'party', 'argue', 'real-world', 'factor', 'impact', 'party', 'cover', 'first', 'place', '.'];right-wing
432;Sheets et al. 2016;2016;['stance', 'give', 'news', 'outlet', 'Mazzoleni', '2008', 'consideration', 'serve', 'complicate', 'populism', 'supply-side', 'environment', 'keep', 'mind', 'think', 'generalizability', 'study', 'context', 'specifically', 'good'];right-wing
433;Sheets et al. 2016;2016;['regardless', 'topic', 'story', 'adjust', 'story', 'topic', 'work', 'replicate', 'context', 'populist', 'party', 'expect', 'key', 'variable', 'change', 'dramatically', 'different', 'context', 'electoral', 'volatility'];right-wing
434;Sheets et al. 2016;2016;['relevant', 'political', 'topic', 'inadvertently', 'increase', 'cynicism', 'anti-immigrant', 'attitude', 'support', 'populist', 'party', 'voter', 'political', 'elite', 'journalist', 'citizen', 'caution', 'potential', 'effect', 'immigrant'];right-wing
435;Hewison 2017;2017;['party', 'win', 'election', '2000', 'second', 'truth', 'focus', 'article', 'Thaksin', 'populist', 'support', 'rural', 'poor', 'variation', 'situation', 'identify', 'emergence', 'populist', 'politic', 'political'];nationalist
436;Hewison 2017;2017;['big', 'business', 'appeal', 'small', 'medium-sized', 'entrepreneur', 'rural', 'discontent', 'identify', 'Thaksin', 'pluto-populist', 'alliance', 'rich', 'poor', 'add', 'glue', 'pro-labour', 'pro-rural', 'view', 'Thaksin'];nationalist
437;Hewison 2017;2017;['projection', 'particular', 'relationship', 'Thaksin', 'supporter', 'assert', '2005', 'election', 'campaign', 'Thaksin', 'populism', 'expand', 'policy', 'platform', 'distinctly', 'new', 'form', 'politic', 'link', 'leader'];authoritatian
438;Hewison 2017;2017;['leader', 'supporter', 'Phongpaichit', 'Baker', '2008', '68', 'argue', 'Thaksin', 'embrace', 'populism', 'give', 'means', 'justify', 'alternative', 'liberal', 'model', 'democracy', 'Phongpaichit', 'Baker'];authoritatian
439;Hewison 2017;2017;['political', 'demand', 'helped', 'launch', 'political', 'movement', 'suggest', 'relationship', 'leader', 'masse', 'populist', 'politic', 'acknowledge', 'power', 'masse', 'fourth', 'conflate', 'populism', 'article', 'suggest'];authoritatian
440;Hewison 2017;2017;['leader', 'masse', 'populist', 'politic', 'acknowledge', 'power', 'masse', 'fourth', 'conflate', 'populism', 'article', 'suggest', 'populism', 'politically', 'progressive', 'point', 'necessary', 'outline', 'social', 'basis'];authoritatian
441;Hewison 2017;2017;['politic', 'acknowledge', 'power', 'masse', 'fourth', 'conflate', 'populism', 'article', 'suggest', 'populism', 'politically', 'progressive', 'point', 'necessary', 'outline', 'social', 'basis', 'characteristic', 'populism', 'framework'];authoritatian
442;Hewison 2017;2017;['rhetoric', 'Hewison', '2004', '514–518', 'Phongpaichit', 'Baker', '2009', 'perceptive', 'electioneering', 'populism', 'Thaksin', 'business', 'method', 'find', 'political', 'market', 'want', 'survey', 'focus', 'group'];nationalist
443;Hewison 2017;2017;['bedrock', 'elite-controlled', 'Thaksin', 'identify', 'Bangkok-centred', 'elite', 'clearly', 'scaffolding', 'identifiably', 'populist', 'leadership', 'place', 'Thaksin', 'continue', 'promote', 'party', 'policy', 'electoral', 'system', 'street-based'];authoritatian
444;Hewison 2017;2017;['shirt', 'identify', 'movement', 'represent', 'people', 'sense', 'Phongpaichit', 'Baker', '2008', 'identify', 'populist', 'Thaksin', 'rise', 'red', 'shirt', 'movement', 'arguably', 'represent', 'democratic', 'politic'];authoritatian
445;Hewison 2017;2017;['demand', 'election', 'want', 'country', 'free', 'people', 'pride', 'freedom', 'equality', 'populist', 'ideology', 'deepen', 'Thaksin', 'UDD', 'claim', 'opaque', 'political', 'institution', 'constrain', 'phrai'];nationalist
446;Hewison 2017;2017;['seek', 'ban', 'populist', 'policy', 'Bangkok_Post', '16_March_2016', 'conclusion', 'power', 'Thaksin', 'reluctant', 'populist', 'scaffolding', 'populism', 'construct', 'Thaksin', 'come', 'opposition', 'attack', 'overthrow', 'despite'];authoritatian
447;Hewison 2017;2017;['populist', 'policy', 'Bangkok_Post', '16_March_2016', 'conclusion', 'power', 'Thaksin', 'reluctant', 'populist', 'scaffolding', 'populism', 'construct', 'Thaksin', 'come', 'opposition', 'attack', 'overthrow', 'despite', 'tendency', 'win'];authoritatian
448;Becker 2013;2013;['Correa_desde_la_izquierda_sin_así_fortalecer', 'la', 'derecha', 'keyword', 'Ecuador', 'Correa', 'Social_movement', 'indigenous', 'people', 'Populism', 'January_2012', 'Ecuador', 'president', 'Correa', 'complete', 'five_year', 'office', 'high', 'approval', 'rating'];left-wing
449;Becker 2013;2013;['referendum', 'concentrate', 'additional', 'power', 'president', 'hand', 'despite', 'Castañeda', 'morale', 'criticism', 'populist', 'disrespect', 'democratic', 'institution', 'Chávez', 'morale', 'Correa', 'reasonably', 'call', 'antidemocratic'];left-wing
450;Becker 2013;2013;['provide', 'leadership', 'regard', 'Weyland', 'madrid', 'Hunter', '2010', '141', 'criticize', 'populist', 'government', 'constituent', 'assembly', 'rewrite', 'political', 'rule', 'concentrate', 'power', 'executive', 'argument'];radical
451;Becker 2013;2013;['create', 'sustainable', 'foundation', 'permanent', 'change', 'opponent', 'fear', 'destabilizing', 'effect', 'populist', 'government', 'Ecuador', 'experience', 'bear', 'Correa', 'election', 'produce', 'unprecedented', 'political', 'stability'];radical
452;Becker 2013;2013;['economic', 'policy', 'predecessor', 'rule', 'interest', 'place', 'power', 'action', 'highlight', 'fickleness', 'populist', 'leader', 'echo', 'discourse', 'win', 'election', 'office', 'govern', 'favor', 'powerful'];left-wing
453;Becker 2013;2013;['continue', 'advance', '.', '2008', '12–13', 'Correa', 'government', 'appear', 'attempt', 'populist', 'subvert', 'discourse', 'sole', 'benefit', 'charismatic', 'leader', 'root', 'government', 'exist'];left-wing
454;Becker 2013;2013;['repeatedly', 'play', 'role', 'kingmaker', 'the_previous_decade', 'one', 'urban', 'dweller', 'respond', 'clientelism', 'populist', 'style', 'governance', 'repeatedly', 'clash', 'activist', 'Correa', 'appreciate', 'electoral', 'success'];left-wing
455;Becker 2013;2013;['development', 'model', 'respond', 'criticism', 'significantly', 'different', 'way', 'Correa', 'opponent', 'populist', 'government', 'applaud', 'Chávez', 'morale', 'open', 'political', 'participation', 'particularly', 'native', 'people'];radical
456;Becker 2013;2013;['enemy', 'weakened', 'compromise', 'position', 'socialmovement', 'activist', 'question', 'point', 'submit', 'populist', 'style', 'governance', 'personalistic', 'leadership', 'organizational', 'weakness', 'ideological', 'vagueness', 'fail', 'foster'];right-wing
457;Patapan 2019;2019;['redefine', 'nature', 'political', 'debate', 'provide', 'new', 'opportunity', 'modern', 'demagogue', 'populist', 'Left', 'continue', 'accept', 'liberal', 'premise', 'example', 'modern', 'concept', 'individual'];right-wing
458;Patapan 2019;2019;['special', 'figure', 'ordain', 'spirit', 'fate', 'promise', 'new', 'beginning', 'view', 'see', 'populist', 'charismatic', 'creative', 'individual', 'transform', 'reconstitute', 'politic', 'new', 'way', 'approach'];radical
459;Patapan 2019;2019;['individual', 'transform', 'reconstitute', 'politic', 'new', 'way', 'approach', 'clearly', 'make', 'populist', 'exceptional', 'morally', 'ambiguous', 'phenomenon', 'ordinary', 'recognizable', 'aspect', 'democratic', 'politic', 'exclude'];radical
460;Patapan 2019;2019;['constitutionalism', 'separation', 'power', 'independent', 'judiciary', 'concept', 'natural', 'human', 'mean', 'populist', 'confront', 'extensive', 'formidable', 'hurdle', 'obstacle', 'state', 'demagogue', 'classical', 'regime', 'demagogue'];right-wing
461;Patapan 2019;2019;['regime', 'see', 'perennial', 'weakness', 'stable', 'democratic', 'regime', 'need', 'ameliorate', 'populist', 'locate', 'modern', 'ordering', 'state', 'present', 'different', 'character', 'assert', 'neutrality', 'modern'];moderate
462;Patapan 2019;2019;['politic', 'politic', 'class', 'race', 'religion', 'heated', 'new', 'mean', 'disposal', 'populist', 'present', 'defender', 'modern', 'conception', 'the_People', 'combine', 'modern', 'technique', 'advertising', 'social'];nationalist
463;Tsoukalis 2012;2012;['border', 'european', 'solution', 'prove', 'difﬁcult', 'reach', 'economic', 'divergence', 'rise', 'populism', 'distribution', 'pain', 'hardly', 'easy', 'task', 'implementation', 'render', 'difﬁcult', 'increasingly', 'intergovernmental'];nationalist
464;Tsoukalis 2012;2012;['join', 'long', 'queue', 'unemployed', 'Europe', 'surprisingly', 'increasingly', 'european', 'debate', 'all-inclusive', 'populist', 'variety', 'degenerate', 'nasty', 'exchange', 'stereotype', 'well-informed', 'exchange', 'economist', 'practitioner'];nationalist
465;Tsoukalis 2012;2012;['Gramsci', '2010', 'precisely', 'time', 'monster', 'today', 'world', 'monster', 'take', 'form', 'populism', 'populism', 'try', 'ﬁll', 'vacuum', 'create', 'collapse', 'ideology', 'major', 'implication'];neoliberal
